id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10595,Condo in Athens · ★4.83 · 3 bedrooms · 5 beds · 2 baths,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98863,23.76527,Entire home/apt,200,1,41,2023-06-17,0.28,7,139,8,00000957568
10990,Rental unit in Athens · ★4.80 · 1 bedroom · 1 bed · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98903,23.76448,Entire home/apt,70,1,65,2023-04-04,0.49,7,163,4,00001070920
10993,Rental unit in Athens · ★4.84 · Studio · 2 beds · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98888,23.76473,Entire home/apt,64,1,91,2023-05-12,0.70,7,91,4,00000957080
10995,Rental unit in Athens · ★4.80 · 1 bedroom · 2 beds · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98903,23.76448,Entire home/apt,77,1,30,2023-06-02,0.19,7,167,1,00000957422
27262,Rental unit in Athens · ★4.81 · 1 bedroom · 1 bed · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98924,23.765,Entire home/apt,100,1,21,2023-06-02,0.16,7,176,2,00000957579
28186,Loft in Athens · ★4.82 · 1 bedroom · 2 beds · 1 bath,121318,Francis - Fotios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.976334,23.729834,Entire home/apt,91,2,490,2023-05-17,3.63,2,340,19,00001466012
31155,Rental unit in Athens · 1 bedroom · 1 bed · 1 shared bath,133845,Irene,,ΚΕΡΑΜΕΙΚΟΣ,37.97962,23.71589,Private room,39,1,0,,,1,0,0,
33945,Rental unit in Athens · ★4.69 · 2 bedrooms · 2 beds · 1 bath,146553,Katerina,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00673,23.72775,Entire home/apt,30,5,72,2022-01-10,0.47,2,227,0,00000874421
49489,Rental unit in Athens · ★4.68 · 3 bedrooms · 5 beds · 1.5 baths,225612,Stathis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9767,23.73064,Entire home/apt,180,2,131,2023-06-17,0.91,1,111,3,00000876484
60394,Condo in Athens · ★4.96 · 1 bedroom · 3 beds · 1 bath,290864,Mika,,ΣΤΑΔΙΟ,37.96738,23.74038,Entire home/apt,32,6,27,2023-06-13,0.27,1,92,15,01039140005
83097,Home in Athens · ★4.42 · 1 bedroom · 3 beds · 1 bath,452494,Aris,,ΣΤΑΔΙΟ,37.96519,23.74549,Entire home/apt,45,4,21,2015-07-25,0.15,1,0,0,
85539,Rental unit in Athens · 1 bedroom · 4 beds · 1 bath,468541,Xanthippi,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99128,23.72965,Entire home/apt,75,4,0,,,1,0,0,
131133,Rental unit in Athens · ★4.67 · 1 bedroom · 5 beds · 1.5 baths,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00172,23.74866,Entire home/apt,67,2,43,2023-05-07,0.32,6,319,6,00000173007
133835,Rental unit in Athens · ★4.53 · 1 bedroom · 1 bed · 1 bath,656936,Elena,,ΚΟΛΩΝΑΚΙ,37.97794,23.74371,Entire home/apt,55,3,19,2023-06-03,0.13,1,203,10,00001227000
133906,Rental unit in Athens · ★4.83 · 2 bedrooms · 7 beds · 1 bath,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00172,23.74866,Entire home/apt,93,2,61,2023-06-19,0.42,6,326,10,00000172988
138386,Rental unit in Athens · ★4.95 · 2 bedrooms · 2 beds · 1 bath,675611,Yavor,,ΠΑΓΚΡΑΤΙ,37.96783,23.7497,Entire home/apt,59,3,59,2020-01-20,0.41,1,0,0,00000208960
154243,Rental unit in Athens · ★4.69 · 1 bedroom · 1 bed · 1 bath,741851,Yagos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98574,23.73323,Entire home/apt,55,3,188,2023-06-11,1.29,1,328,8,00000532953
155654,Rental unit in Athina · ★4.78 · 1 bedroom · 1 bed · 1 bath,712602,Nikos,,ΑΚΡΟΠΟΛΗ,37.96828,23.72906,Entire home/apt,70,2,52,2023-06-18,0.47,2,124,19,00000429243
157869,Rental unit in Athens · ★4.67 · 2 bedrooms · 2 beds · 1 bath,650923,AthensApart,,ΣΤΑΔΙΟ,37.966,23.74443,Entire home/apt,99,1,174,2022-06-29,1.22,10,0,1,00001411142
167416,Rental unit in Athens · 2 bedrooms · 4 beds · 1.5 baths,797823,George,,ΠΑΤΗΣΙΑ,38.00876,23.73967,Entire home/apt,74,14,0,,,1,0,0,
185936,Rental unit in Athens · 1 bedroom · 1 bed · 1 bath,885156,E,,ΓΚΑΖΙ,37.97858,23.70967,Private room,30,7,0,,,1,0,0,
196935,Rental unit in Athens · ★4.17 · 1 bedroom · 1 bed · 1 bath,860485,Theodore & Reshma,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97401,23.73174,Entire home/apt,57,2,66,2023-06-11,0.47,1,205,11,00000430918
240960,Condo in Athens · ★4.87 · 1 bedroom · 2 beds · 1 bath,1264236,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97939,23.72528,Entire home/apt,116,3,84,2023-06-14,0.64,1,125,10,Exempt
251361,Rental unit in Galatsi · 1 bedroom · 1 bed · 1 bath,592616,Andreas,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01873,23.74465,Entire home/apt,138,5,1,2013-05-23,0.01,1,0,0,
270611,Rental unit in Athens · ★4.64 · 2 bedrooms · 8 beds · 1 bath,1416651,Paul,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98586,23.72432,Entire home/apt,50,3,46,2022-08-25,0.35,1,364,1,00000040022
270954,Rental unit in Athens · ★4.73 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,96,2,24,2021-10-17,0.18,48,278,0,00001814535
270973,Rental unit in Athens · ★5.0 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,98,2,25,2023-06-23,0.24,48,270,8,00001814520
306234,Rental unit in Athens · ★4.99 · 1 bedroom · 1 bed · 1 bath,1574876,Agis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97851,23.72479,Entire home/apt,422,2,601,2023-06-20,4.62,3,164,75,00001465616
308157,Rental unit in Athens · Studio · 1 bed · 1 bath,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98729,23.74311,Entire home/apt,65,5,2,2016-04-05,0.02,18,1,0,00001218523
340237,Rental unit in Athens · ★4.71 · 2 bedrooms · 2 beds · 1 bath,1365030,Lida,,ΚΕΡΑΜΕΙΚΟΣ,37.98023,23.722,Entire home/apt,82,3,78,2023-05-17,0.57,1,0,11,Exempt
361393,Rental unit in Athens · ★4.68 · 2 bedrooms · 4 beds · 1 bath,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97774,23.73,Entire home/apt,78,1,214,2022-12-24,1.58,5,101,13,00800835933
401423,Rental unit in Athens · ★4.91 · 1 bedroom · 1 bed · 1 bath,745805,Ralou,,ΑΚΡΟΠΟΛΗ,37.96826,23.72777,Entire home/apt,90,2,506,2023-06-23,3.74,1,281,42,00000492384
408907,Rental unit in Athens · ★4.88 · 1 bedroom · 1 bed · 1 bath,2035514,Ranina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98395,23.72165,Entire home/apt,65,2,174,2022-09-18,1.29,1,218,2,00000040427
469140,Rental unit in Athens · ★4.73 · 1 bedroom · 2 beds · 1 bath,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97665,23.7185,Entire home/apt,107,1,74,2023-04-20,0.55,9,295,8,00000546911
470219,Rental unit in Athens · ★4.87 · 1 bedroom · 2 beds · 1 bath,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97525,23.71957,Entire home/apt,69,1,16,2020-10-12,0.13,9,293,0,00001176980
474719,Rental unit in Athens · ★4.76 · 1 bedroom · 2 beds · 1 bath,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97952,23.72999,Entire home/apt,50,1,253,2022-10-19,1.93,5,0,4,00800835933
478626,Bed and breakfast in Athens · 1 bedroom · 1 bed · 1 bath,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97843,23.72564,Entire home/apt,120,1,1,2015-06-12,0.01,9,0,0,0206K24000344201
484852,Rental unit in Athens · ★4.89 · 1 bedroom · 2 beds · 1 bath,408081,Dimitrios,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99534,23.74058,Entire home/apt,40,7,55,2022-06-25,0.41,1,359,1,00000454145
484925,Home in Athens · ★4.92 · 2 bedrooms · 3 beds · 1 bath,2371962,Rania,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97291,23.72739,Entire home/apt,199,2,338,2023-06-11,2.51,2,270,53,00000223898
495212,Rental unit in Athens · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,2446066,Yiagos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96716,23.72676,Entire home/apt,109,3,17,2023-06-12,0.21,1,323,5,00000072610
496416,Rental unit in Athens · ★4.63 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,82,2,8,2021-10-16,0.07,48,274,0,00001815255
496503,Rental unit in Athens · ★4.89 · 2 bedrooms · 2 beds · 2.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,179,2,9,2022-07-11,0.08,48,264,1,Exempt
496561,Rental unit in Athens · ★4.95 · 1 bedroom · 1 bed · 1 bath,2371962,Rania,,ΑΚΡΟΠΟΛΗ,37.97277,23.72745,Entire home/apt,120,2,20,2023-05-30,0.25,2,343,3,00000223898
498604,Rental unit in Athens · ★4.57 · 2 bedrooms · 2 beds · 1 bath,2461282,Marilia,,ΑΚΡΟΠΟΛΗ,37.96341,23.71816,Entire home/apt,56,3,116,2023-06-06,0.89,1,243,13,00001098714
502779,Rental unit in Athens · ★4.79 · 5 bedrooms · 9 beds · 5.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,445,2,57,2023-06-12,0.44,48,269,16,Exempt
502842,Rental unit in Athens · ★5.0 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,82,2,7,2021-10-17,0.07,48,274,0,00001815276
502879,Rental unit in Athens · ★4.82 · 1 bedroom · 2 beds · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,72,2,28,2023-06-23,0.23,48,289,6,Exempt
506772,Condo in Μενεμένη · 1 bedroom · 3 beds · 1 shared bath,728135,Eugenia,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99347,23.76547,Private room,40,5,0,,,1,0,0,
536123,Rental unit in Athens · ★4.70 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96648,23.7276,Entire home/apt,62,3,50,2023-06-20,0.39,48,295,11,00002138192
536197,Rental unit in Athens · ★4.83 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97506,23.73068,Entire home/apt,92,2,32,2016-08-29,0.24,48,260,0,Exempt
565235,Rental unit in Athens · ★4.95 · 2 bedrooms · 4 beds · 1.5 baths,2779638,John,,ΠΕΤΡΑΛΩΝΑ,37.97,23.71237,Entire home/apt,66,3,39,2023-06-13,0.36,1,283,23,00000500411
567938,Rental unit in Athens · ★4.91 · 2 bedrooms · 3 beds · 2 baths,2794551,Spiros,,ΠΕΤΡΑΛΩΝΑ,37.97099,23.71323,Entire home/apt,48,180,154,2018-10-27,1.19,1,356,0,00000212252
571492,Condo in Athens · ★4.86 · 4 bedrooms · 11 beds · 4 baths,2810938,Carole,,ΓΟΥΒΑ,37.96132,23.73912,Entire home/apt,765,3,22,2023-04-06,0.18,4,332,5,00001188074
571876,Rental unit in Athens · ★4.79 · 1 bedroom · 2 beds · 1 bath,2814842,Anna,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97538,23.73264,Entire home/apt,70,3,402,2023-06-03,3.08,1,326,18,00000439557
572435,Rental unit in Athens · ★4.67 · 3 bedrooms · 6 beds · 2 baths,2810938,Carole,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96302,23.73973,Entire home/apt,505,3,10,2018-06-30,0.10,4,172,0,00001188095
590287,Rental unit in Athens · ★4.67 · 1 bedroom · 1 bed · 1 bath,2602995,V,,ΠΡΟΜΠΟΝΑ,38.02512,23.73536,Entire home/apt,45,2,254,2023-06-10,1.91,1,337,8,00000168992
593916,Rental unit in Athens · ★4.92 · 1 bedroom · 1 bed · 1 bath,708364,Marina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97481,23.72818,Entire home/apt,163,3,188,2023-06-06,1.44,2,108,42,00000365334
596137,Condo in Athens · ★4.15 · 1 bedroom · 1 bed · 1 bath,2946672,Labis,,ΓΟΥΔΙ,37.98642,23.76555,Entire home/apt,38,2,71,2022-08-12,0.54,1,272,2,00001513982
631150,Condo in Athens · ★4.88 · 1 bedroom · 3 beds · 1 bath,3137668,Efi,,ΑΚΡΟΠΟΛΗ,37.96825,23.72839,Entire home/apt,86,2,209,2023-05-31,1.66,2,186,12,00000600052
641721,Villa in Athens · 2 bedrooms · 5 beds · 2 baths,3206172,Takis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97807,23.73326,Entire home/apt,600,7,0,,,1,0,0,
644785,Rental unit in Athens · ★5.0 · 3 bedrooms · 3 beds · 1 bath,2425678,Rich,,ΓΚΑΖΙ,37.97626,23.7096,Entire home/apt,63,2,369,2023-06-01,4.06,1,89,53,00001106800
653639,Rental unit in Athens · ★4.82 · 2 bedrooms · 2 beds · 2.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.98013,23.72354,Entire home/apt,190,2,28,2021-11-10,0.26,48,276,0,Exempt
688483,Rental unit in Athens · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,3514860,Kalliopi,,ΣΤΑΔΙΟ,37.96635,23.73546,Private room,28,2,114,2022-11-13,0.87,2,100,1,
691025,Rental unit in Athina · ★4.76 · 2 bedrooms · 3 beds · 1 bath,3514860,Kalliopi,,ΣΤΑΔΙΟ,37.96615,23.73463,Entire home/apt,70,2,57,2019-08-12,0.44,2,229,0,00000501700
695173,Condo in Athens · ★4.88 · 2 bedrooms · 3 beds · 2 baths,3557919,Soula,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96341,23.72875,Entire home/apt,115,5,233,2023-03-08,2.09,1,245,6,00000007859
699974,Rental unit in Athens · ★4.63 · 2 bedrooms · 1 bed · 1 bath,2942620,FANI And GEORGE,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987904,23.74078,Entire home/apt,45,3,84,2021-08-31,0.64,1,291,0,00000116106
702480,Rental unit in Athens · ★4.90 · 1 bedroom · 2 beds · 1 bath,2539665,Pygmalion,,ΚΟΛΩΝΟΣ,38.0011,23.71626,Entire home/apt,51,2,519,2023-06-04,3.99,9,321,33,00001383070
709960,Condo in Athens · ★4.74 · 3 bedrooms · 2 beds · 1 bath,2534881,Haris,,ΘΗΣΕΙΟ,37.97385,23.71567,Entire home/apt,84,13,141,2023-06-19,1.14,1,73,8,00000485184
711554,Rental unit in Athens · ★4.88 · 2 bedrooms · 5 beds · 1 bath,3625710,Ilias,,ΑΚΡΟΠΟΛΗ,37.96286,23.71754,Entire home/apt,75,3,361,2023-06-15,2.79,2,125,40,00001366243
718941,Rental unit in Athens · ★4.94 · 4 bedrooms · 8 beds · 4 baths,2810938,Carole,,ΠΑΓΚΡΑΤΙ,37.96679,23.75004,Entire home/apt,694,3,17,2023-06-12,0.13,4,337,9,00001188027
724485,Rental unit in Athens · ★4.80 · 1 bedroom · 1 bed · 1 bath,3745284,Elpidoforos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98985,23.73779,Entire home/apt,40,3,508,2023-06-13,3.91,2,132,32,00000564690
727374,Rental unit in Athens · ★4.83 · 2 bedrooms · 2 beds · 1 bath,3756353,Thelma,,ΝΙΡΒΑΝΑ,38.01501,23.72582,Entire home/apt,34,3,530,2023-06-23,4.10,2,222,53,00000241782
752058,Rental unit in Athens · ★4.63 · 1 bedroom · 1 bed · 1 bath,3954884,Τimmi,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00398,23.7319,Entire home/apt,48,4,180,2023-05-28,1.45,1,213,4,00000254678
767272,Home in Athens · 2 bedrooms · 1 bed · 3.5 baths,964919,Rebecca Anatolie,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98447,23.72112,Entire home/apt,350,3,2,2017-06-09,0.02,1,333,0,00001624715
780733,Home in Athens · 3 bedrooms · 1 bed · 3 baths,314308,Nora,,ΚΟΛΩΝΑΚΙ,37.9793,23.73782,Entire home/apt,300,2,0,,,1,365,0,
783955,Rental unit in Athens · 2 bedrooms · 1 bed · 2 baths,4134047,Theo,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98857,23.73404,Entire home/apt,70,3,0,,,1,362,0,
784414,Rental unit in Athens · 2 bedrooms · 7 beds · 1.5 baths,4136310,Maria-Louisa,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9986,23.72828,Entire home/apt,37,1,1,2016-08-15,0.01,1,360,0,00000112393
800755,Rental unit in Athens · ★4.95 · 1 bedroom · 1 bed · 1 bath,121318,Francis - Fotios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97835,23.72368,Entire home/apt,368,2,372,2023-06-22,2.96,2,250,73,00001466060
807239,Rental unit in Kentrikos Tomeas Athinon · ★4.75 · 1 bedroom · 1 bed · 1 bath,4248171,Natasha,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02081,23.74098,Entire home/apt,30,3,5,2019-06-03,0.05,1,363,0,
809874,Rental unit in Athens · ★4.97 · 1 bedroom · 2 beds · 1 bath,4259738,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96215,23.72179,Entire home/apt,94,4,88,2023-06-24,0.71,1,180,9,00001240742
878526,Rental unit in Athens · ★4.79 · 2 bedrooms · 2 beds · 1 bath,4544938,Nikolaos,,ΙΛΙΣΙΑ,37.97868,23.75424,Entire home/apt,85,4,30,2023-06-12,0.28,1,322,5,00001580366
886724,Rental unit in Athens · ★4.61 · 1 bedroom · 1 bed · 1 bath,4700824,Athina,,ΚΥΨΕΛΗ,37.99745,23.73973,Entire home/apt,76,3,21,2022-05-31,0.19,1,363,0,00000052101
896212,Rental unit in Athens · ★4.94 · 1 bedroom · 1 bed · 1 bath,4777984,Romanos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98844,23.73845,Entire home/apt,62,2,444,2023-06-24,3.53,19,169,63,00000206136
905315,Rental unit in Athens · ★4.94 · 1 bedroom · 2 beds · 1 bath,4777984,Romanos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98841,23.73713,Entire home/apt,67,2,428,2023-06-20,3.44,19,173,39,00000206001
912287,Rental unit in Athens · ★4.27 · 1 bedroom · 1 bed · 1 bath,4895067,Marinos,,ΑΝΩ ΚΥΨΕΛΗ,38.00319,23.74494,Entire home/apt,30,30,120,2023-04-23,0.96,1,259,2,00000492486
912425,Rental unit in Athina · ★4.89 · 3 bedrooms · 5 beds · 1.5 baths,4895605,Isabelle,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99374,23.73083,Entire home/apt,70,3,66,2023-06-12,0.90,1,327,8,00000348986
918776,Condo in Athens · ★4.84 · 1 bedroom · 1 bed · 1 bath,4935030,Dimitris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97805,23.72581,Entire home/apt,52,3,484,2023-06-15,3.86,2,211,63,00000023535
940213,Rental unit in Athens · ★4.85 · 3 bedrooms · 3 beds · 3.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,278,2,27,2023-05-17,0.23,48,40,3,Exempt
947552,Condo in Athens · ★4.63 · 1 bedroom · 2 beds · 1 bath,5136160,Vasileios,,ΚΟΛΩΝΑΚΙ,37.97911,23.74553,Entire home/apt,60,4,48,2023-06-17,0.39,1,143,6,00000243065
956127,Rental unit in Athens · ★4.86 · 3 bedrooms · 4 beds · 1.5 baths,5044938,Nicoletta Christina Alexandra,,ΚΟΛΩΝΑΚΙ,37.97686,23.74639,Entire home/apt,256,2,203,2023-06-06,1.65,3,130,11,00001789038
956538,Condo in Athens · ★4.78 · 2 bedrooms · 2 beds · 1.5 baths,229526838,Alexander,,ΚΕΡΑΜΕΙΚΟΣ,37.98058,23.72337,Entire home/apt,106,1,23,2023-06-24,0.20,9,329,12,00001936549
974442,Rental unit in Athens · ★4.83 · 3 bedrooms · 3 beds · 1 bath,3349638,Stefanos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98857,23.7464,Entire home/apt,49,5,6,2023-02-18,0.07,2,301,1,00001331116
1004858,Rental unit in Athens · ★4.83 · 2 bedrooms · 3 beds · 1 bath,5527135,George,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98599,23.71586,Entire home/apt,150,2,32,2020-10-17,0.26,1,0,0,
1021237,Condo in Athens · ★4.92 · 2 bedrooms · 2 beds · 1 bath,5620986,Sofia,,ΚΟΛΩΝΑΚΙ,37.97874,23.74259,Entire home/apt,99,3,51,2023-06-23,0.42,1,272,7,00000362005
1046994,Rental unit in Athens · ★4.83 · 4 bedrooms · 4 beds · 4.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,327,2,35,2023-06-21,0.33,48,274,6,Exempt
1090225,Rental unit in Athens · ★4.47 · 3 bedrooms · 6 beds · 1.5 baths,640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99463,23.72933,Entire home/apt,98,2,30,2022-10-29,0.25,6,165,7,00000173233
1094063,Rental unit in Athens · ★4.92 · 1 bedroom · 2 beds · 1 bath,6010917,Ilias & Danae,,ΑΚΡΟΠΟΛΗ,37.96703,23.72434,Entire home/apt,65,1,349,2022-09-05,2.84,1,0,5,00001352444
1116076,Rental unit in Athens · ★4.68 · 2 bedrooms · 3 beds · 1.5 baths,6125356,Lenka & Greg,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97723,23.72841,Entire home/apt,70,3,79,2023-06-13,0.64,1,303,10,00000375739
1119721,Rental unit in Athens · 1 bedroom · 1 bed · 1 bath,60779618,Harris,,ΛΥΚΑΒΗΤΤΟΣ,37.98074,23.74098,Entire home/apt,75,2,2,2015-07-20,0.02,5,334,0,00002089600
1122600,Loft in Athens · ★4.71 · 1 bedroom · 3 beds · 1 bath,6158911,Maria,,ΘΗΣΕΙΟ,37.97713,23.72158,Entire home/apt,55,2,202,2019-10-14,1.88,1,0,0,ΑΜΑ 00000444873
1154316,Home in Athens · ★4.72 · 2 bedrooms · 1 bed · 1 bath,6325987,Persefoni,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96387,23.72075,Entire home/apt,60,2,108,2019-11-08,0.89,1,263,0,
1177492,Earthen home in Athens · ★4.73 · 1 bedroom · 1 bed · 1 bath,6442400,Rio,,ΖΑΠΠΕΙΟ,37.967319,23.735407,Entire home/apt,40,1,840,2023-06-17,6.86,1,248,61,00001850882
1208210,Rental unit in Athina · ★4.99 · 1 bedroom · 1 bed · 1 bath,594546,Magda,,ΑΚΡΟΠΟΛΗ,37.96845,23.72873,Entire home/apt,83,2,336,2023-06-25,2.76,1,97,35,00002074023
1214643,Condo in Athens · ★4.87 · 2 bedrooms · 2 beds · 1 bath,6630475,Ageliki,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99527,23.76651,Entire home/apt,65,1,174,2022-07-24,1.45,1,234,2,00000293367
1215055,Rental unit in Athens · ★4.99 · 2 bedrooms · 4 beds · 2.5 baths,13115279,Greece You Around,,ΑΚΡΟΠΟΛΗ,37.97065,23.72931,Entire home/apt,300,2,257,2023-06-23,2.23,7,260,12,00001477714
1216176,Rental unit in Athens · ★4.91 · 2 bedrooms · 3 beds · 2 baths,4549583,Panos,,ΑΚΡΟΠΟΛΗ,37.97039,23.7288,Entire home/apt,300,3,242,2023-06-24,1.99,1,329,28,00000105150
1222185,Rental unit in Athens · ★4.83 · 2 bedrooms · 3 beds · 1 bath,6667386,Yorgo,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9917,23.70878,Entire home/apt,144,3,58,2019-09-22,0.49,1,0,0,00000110670
1223199,Rental unit in Athens · ★4.79 · 1 bedroom · 2 beds · 1.5 shared baths,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,37.99834,23.73764,Private room,30,3,151,2019-10-30,1.24,5,287,0,
1245373,Rental unit in Athens · ★4.77 · 2 bedrooms · 4 beds · 1 bath,6786657,Eleni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98394,23.73451,Entire home/apt,80,1,72,2023-04-24,0.59,1,356,8,00000497327
1259830,Loft in Athens · ★4.90 · 1 bedroom · 1 bed · 1 bath,3622853,Anna&Teo,,ΚΕΡΑΜΕΙΚΟΣ,37.98103,23.71538,Entire home/apt,103,2,282,2023-06-21,2.34,5,296,45,00001838263
