id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
614991296449912025,Condo in Athina · ★4.80 · 2 bedrooms · 4 beds · 1 bath,456447920,Angelos,,ΓΚΥΖΗ,37.98997,23.74349,Entire home/apt,64,2,5,2023-06-12,0.96,1,137,5,00001873375
615014461891377554,Condo in Athina · 2 bedrooms · 2 beds · 1 bath,24703234,GK Properties,,ΛΥΚΑΒΗΤΤΟΣ,37.98622,23.74793,Entire home/apt,82,1,0,,,16,142,0,00001502722
615020132939764124,Rental unit in Athina · ★4.63 · 2 bedrooms · 3 beds · 1 bath,144814182,Dropebnb,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99105,23.72071,Entire home/apt,70,2,8,2022-10-24,0.62,33,129,5,00001447351
615021609911144449,Condo in Athina · ★4.91 · 1 bedroom · 2 beds · 1 bath,235054250,Chrisanthi,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.976521,23.73176,Entire home/apt,68,1,64,2023-06-25,4.71,4,321,57,00001813192
615049516822844951,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,144814182,Dropebnb,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977039,23.731976,Entire home/apt,73,1,6,2023-04-21,0.44,33,222,4,00001426050
615059088239918349,Condo in Athens · ★4.70 · 1 bedroom · 2 beds · 1 bath,70297345,Stavros,,ΑΜΠΕΛΟΚΗΠΟΙ,37.988167,23.758999,Entire home/apt,38,1,77,2023-06-23,5.79,9,212,71,00001513366
615100410169394559,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,167588657,Guesteasy,,ΚΕΡΑΜΕΙΚΟΣ,37.979343,23.722816,Entire home/apt,105,3,21,2023-06-10,1.75,1,328,21,00002078179
615279507270081322,Condo in Athina · ★4.88 · 3 bedrooms · 3 beds · 1.5 baths,251773886,George,,ΠΑΓΚΡΑΤΙ,37.963917,23.748203,Entire home/apt,54,1,17,2023-06-10,1.40,4,343,17,00001515859
615289986395873231,Rental unit in Athina · ★4.88 · 1 bedroom · 4 beds · 1 bath,455301396,Φάνης,,ΠΕΤΡΑΛΩΝΑ,37.97479,23.71105,Entire home/apt,76,1,8,2023-06-18,0.68,3,332,8,00001617260
615561847540450745,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,168734734,Dimitrios,,ΓΚΑΖΙ,37.97886,23.71065,Entire home/apt,100,1,2,2022-09-12,0.15,2,303,1,00000159875
615567617638699520,Condo in Athina · 3 bedrooms · 4 beds · 1 bath,72842425,Frakgiskos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.988,23.74979,Entire home/apt,57,2,2,2022-06-02,0.15,3,108,0,00001446000
615597085768372226,Condo in Athina · ★4.50 · 2 bedrooms · 2 beds · 1 bath,428201678,Goldally,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99908,23.72087,Entire home/apt,59,3,4,2023-05-25,0.40,24,348,4,00001852329
615658982188902904,Loft in Athina · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,294222259,Melina,,ΓΟΥΒΑ,37.95763,23.73987,Entire home/apt,70,5,5,2022-09-12,0.40,36,152,4,01217438905
615676462068029871,Rental unit in Athina · ★5.0 · 2 bedrooms · 4 beds · 1 bath,456603403,Γλυκερια,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00074,23.72675,Entire home/apt,57,1,19,2023-06-17,1.39,1,329,15,00001525995
615726749683011666,Condo in Athina · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,456613980,Michael,,ΘΗΣΕΙΟ,37.974945,23.718376,Entire home/apt,105,7,11,2023-06-06,0.95,2,281,11,00001521775
615733623401017690,Rental unit in Athina · ★4.75 · 2 bedrooms · 2 beds · 1 bath,20104194,Upstreet,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96291,23.7251,Entire home/apt,154,2,12,2023-06-12,0.91,110,339,10,00001541932
615831631043744936,Condo in Athina · 2 bedrooms · 2 beds · 1.5 baths,175979113,Host,,ΚΟΛΩΝΑΚΙ,37.97794,23.74131,Entire home/apt,200,3,0,,,1,0,0,00000825757
616188663046111934,Condo in Athina · ★4.97 · 2 bedrooms · 2 beds · 1 bath,13384428,Spiros,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95532,23.72666,Entire home/apt,118,2,61,2023-06-23,4.44,4,205,54,00001517725
616211871005622742,Rental unit in Athina · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,188849080,Dorota,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9934,23.7234,Private room,26,1,13,2023-06-18,0.94,4,303,12,
616434561069027892,Condo in Athina · 1 bedroom · 2 beds · 1 bath,456759839,Dimitrios,,ΠΑΓΚΡΑΤΙ,37.970806,23.742664,Entire home/apt,70,2,1,2022-05-08,0.07,1,344,0,00001516887
616562659541691734,Hotel in Athina · ★4.0 · 1 bedroom · 4 beds · 1.5 baths,456793917,Αθανασιος,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.990704,23.721235,Private room,60,1,7,2023-06-13,1.29,4,0,7,0206Κ013Α0023400
616575085443570340,Home in Athina · ★4.88 · 2 bedrooms · 3 beds · 1 bath,152440703,Despoina,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96327,23.73003,Entire home/apt,80,1,8,2023-06-13,0.75,1,311,8,00001485878
616611193936674551,Hotel in Athina · ★4.28 · 1 bedroom · 1 bed · 1 bath,456793917,Αθανασιος,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99161,23.72041,Private room,175,1,18,2023-06-11,1.33,4,0,16,0206Κ013Α0023400
616624933060373743,Hotel in Athina · ★4.50 · 1 bedroom · 3 beds · 1 bath,456793917,Αθανασιος,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99029,23.72209,Private room,250,1,4,2022-11-07,0.31,4,0,3,0206Κ013Α0023400
616632182038060385,Hotel in Athina · 1 bedroom · 4 beds · 2 baths,456793917,Αθανασιος,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99121,23.72214,Private room,260,1,0,,,4,0,0,0206Κ013Α0023400
616730779210410707,Condo in Athina · ★4.36 · 2 bedrooms · 3 beds · 1 bath,431610304,Di,,ΠΑΓΚΡΑΤΙ,37.97155,23.74941,Entire home/apt,33,1,22,2023-05-20,1.68,5,101,20,00001385919
617069749470500799,Rental unit in Athina · 2 bedrooms · 2 beds · 1 bath,210948266,Anna,,ΑΝΩ ΚΥΨΕΛΗ,38.003971,23.743467,Entire home/apt,50,1,2,2022-08-02,0.14,3,172,1,00000250629
617120700737664001,Condo in Athina · ★4.80 · 2 bedrooms · 3 beds · 2 baths,22873922,Livin Apartments,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97825,23.72541,Entire home/apt,461,1,35,2023-06-18,2.52,9,335,31,00001885877
617126803849174889,Serviced apartment in Athina · ★4.67 · 1 bedroom · 1 bed · 1 bath,17751979,Constantina,,ΚΕΡΑΜΕΙΚΟΣ,37.98216,23.71621,Entire home/apt,176,2,9,2023-04-14,0.73,9,135,7,1212786
617153410097812294,Condo in Athina · 1 bedroom · 1 bed · 1 bath,450346137,Palaiopanos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9678,23.72955,Entire home/apt,85,1,1,2022-08-07,0.09,3,328,1,00001517241
617373120025846659,Rental unit in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,303835275,Oleh,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9573,23.73681,Entire home/apt,40,1,13,2023-06-06,1.01,1,305,11,00001510600
617428858533397377,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9938,23.73135,Private room,60,28,0,,,55,0,0,
617667480748361699,Rental unit in Athina · ★4.95 · 1 bedroom · 1 bed · 1 bath,208194948,Alexandra,,ΝΙΡΒΑΝΑ,38.01561,23.7258,Entire home/apt,44,1,20,2023-05-19,1.46,2,329,16,00001532240
618060553913825506,Condo in Athina · ★4.94 · 1 bedroom · 2 beds · 1 bath,99193950,Tsiamalos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99596,23.72256,Entire home/apt,56,1,35,2023-06-15,2.57,1,315,30,00001519473
618135767427210311,Condo in Athina · 2 bedrooms · 2 beds · 1 bath,5858147,Alex,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99057,23.72691,Entire home/apt,56,1,1,2022-06-06,0.08,1,88,0,00001519809
618444559546698350,Rental unit in Athina · ★5.0 · 2 bedrooms · 3 beds · 1 bath,210134221,Roubina,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96613311767578,23.7290096282959,Entire home/apt,112,2,5,2023-05-23,0.36,19,24,1,00001496671
618492212858639427,Condo in Athina · 1 bedroom · 1 bed · 1 bath,220022946,CloudKeys,,ΓΟΥΔΙ,37.98421,23.76135,Entire home/apt,119,1,0,,,37,365,0,00002059890
618530712164115925,Condo in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,457231634,Παναγιωτης,,ΕΛΛΗΝΟΡΩΣΩΝ,37.993702,23.772684,Entire home/apt,47,3,12,2023-06-14,0.92,1,331,10,00001446344
618588689548484540,Condo in Athina · 3 bedrooms · 4 beds · 1.5 baths,457243274,Paul,,ΚΟΛΩΝΑΚΙ,37.97914,23.75018,Entire home/apt,400,3,0,,,1,355,0,00001603440
618594432352001579,Condo in Athina · 3 bedrooms · 4 beds · 1.5 baths,136243168,Konstantina,,ΚΥΨΕΛΗ,38.00181,23.74043,Entire home/apt,84,3,0,,,1,276,0,00001524457
618650298405802591,Serviced apartment in Athina · ★4.49 · 1 bedroom · 1 bed · 1 bath,264140510,Giorgos,,ΝΙΡΒΑΝΑ,38.00373,23.726,Entire home/apt,60,1,39,2023-05-15,2.87,4,234,34,00001534605
618747626924364485,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99586,23.73124,Private room,60,28,0,,,55,0,0,
618772623692532414,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99377,23.73187,Private room,60,28,0,,,55,0,0,
618794136232174152,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99395,23.73232,Private room,60,28,0,,,55,0,0,
618806722381004027,Rental unit in Athina · 1 bedroom · 1 bed · 1 private bath,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99587,23.73132,Private room,60,28,0,,,55,0,0,
618820065958102195,Rental unit in Athina · ★4.84 · 5 bedrooms · 5 beds · 5 baths,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.994839,23.731581,Entire home/apt,300,3,19,2023-06-19,1.46,55,53,15,00001518391
619182690525264039,Condo in Athina · ★4.75 · 1 bedroom · 1 bed · 1 bath,220022946,CloudKeys,,ΓΟΥΔΙ,37.98277,23.76007,Entire home/apt,131,1,4,2023-05-12,0.34,37,365,4,00002059885
619254881408443885,Rental unit in Athina · ★4.89 · 2 bedrooms · 3 beds · 1.5 baths,457398847,Denise,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98971,23.72805,Entire home/apt,86,2,9,2023-06-18,1.07,1,75,9,00001788158
619289892820470571,Rental unit in Athina · ★4.80 · 2 bedrooms · 2 beds · 2 baths,31290848,Nasos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97640609741211,23.73053741455078,Entire home/apt,110,2,106,2023-06-20,7.79,37,192,96,00002004315
619348407644768526,Condo in Athina · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,118181401,Ma Maison,,ΓΚΑΖΙ,37.9787,23.71196,Entire home/apt,408,2,36,2023-06-09,2.62,7,288,23,00001528045
619359295953214045,Rental unit in Athina · ★4.91 · 1 bedroom · 1 bed · 1 bath,457420719,Thanos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.962124,23.720505,Entire home/apt,257,1,98,2023-06-15,8.10,5,154,98,00001969418
619373963526577882,Condo in Athens · 1 bedroom · 1 bed · 1 bath,171949031,Vangelis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.997375,23.728378,Entire home/apt,28,7,1,2022-08-12,0.09,3,296,1,1748520
619374001640185539,Condo in Athens · 1 bedroom · 1 bed · 1 bath,171949031,Vangelis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.997375,23.728378,Entire home/apt,30,7,1,2022-08-15,0.09,3,298,1,1748515
619469600945121730,Condo in Athina · ★4.74 · 1 bedroom · 1 bed · 1 bath,146336788,Stefanos,,ΑΝΩ ΚΥΨΕΛΗ,38.006474,23.735701,Entire home/apt,37,2,35,2023-06-23,2.54,1,281,26,00810540252
619600423371439702,Condo in Athina · ★4.78 · 1 bedroom · 2 beds · 1 bath,58857765,Constantinos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98723,23.75532,Entire home/apt,58,1,9,2023-06-20,0.68,2,166,8,00001524590
619848789007924344,Condo in Athina · ★4.96 · 1 bedroom · 1 bed · 1 bath,47267002,Tèo,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968235,23.725607,Entire home/apt,74,3,24,2023-06-22,1.80,55,357,19,00001524420
619960456043582482,Condo in Athina · 2 bedrooms · 3 beds · 1 bath,457555033,Nikolaos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.991158,23.72661,Entire home/apt,54,3,0,,,1,350,0,00001524659
619963176661071970,Loft in Athina · ★4.90 · 2 bedrooms · 2 beds · 2 baths,457555537,Christina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97989,23.72483,Entire home/apt,146,2,58,2023-06-17,4.26,1,136,48,00001525550
619998276996002677,Rental unit in Athina · ★4.83 · 2 bedrooms · 2 beds · 2 baths,20104194,Upstreet,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96126,23.72644,Entire home/apt,125,2,48,2023-06-14,3.98,110,326,48,00001541932
620027996485827289,Rental unit in Athina · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths,457445774,Feng,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95526,23.7193,Entire home/apt,80,1,12,2022-11-27,0.94,2,248,9,00001560030
620036378698309166,Condo in Athina · ★5.0 · 2 bedrooms · 4 beds · 2 baths,457569036,Φανουριος Θωμας,,ΑΚΡΟΠΟΛΗ,37.963341,23.717642,Entire home/apt,110,3,4,2023-05-04,0.30,1,36,2,00001532925
620045237733295478,Rental unit in Athina · ★5.0 · 2 bedrooms · 2 beds · 1 bath,20104194,Upstreet,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9609,23.72495,Entire home/apt,113,2,11,2023-05-01,0.87,110,350,10,00001541974
620229202620931430,Condo in Athina · ★4.67 · 2 bedrooms · 3 beds · 1 bath,457619524,Eugenia,,ΠΑΤΗΣΙΑ,38.012169,23.733099,Entire home/apt,44,2,3,2023-06-13,0.22,1,228,2,00001521594
620586404796352176,Condo in Athina · ★4.94 · 1 bedroom · 3 beds · 1 bath,426995938,Chris,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968464,23.730646,Entire home/apt,78,1,32,2023-06-19,2.39,1,0,27,00001482968
620616580086843105,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,166,1,0,,,17,349,0,1451152
620624780596854531,Condo in Athina · ★4.92 · 1 bedroom · 1 bed · 1 bath,51146907,Mike,,ΝΕΑ ΚΥΨΕΛΗ,37.999512,23.744101,Entire home/apt,55,2,13,2023-06-18,0.96,1,110,11,00001520710
620626155104245928,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,166,1,0,,,17,332,0,1467524
620697863158491076,Rental unit in Athina · 2 bedrooms · 1 bed · 1 bath,341159035,Mark,,ΣΤΑΔΙΟ,37.96753,23.7425,Entire home/apt,70,5,0,,,1,0,0,00000113692
620699809050910383,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,166,1,0,,,17,344,0,1467491
620700916585446246,Condo in Athina · 1 bedroom · 2 beds · 1 bath,220022946,CloudKeys,,ΓΟΥΔΙ,37.98542,23.76244,Entire home/apt,151,1,1,2022-07-23,0.09,37,363,1,00001500915
620779094604980613,Home in Athina · ★4.95 · 2 bedrooms · 2 beds · 2.5 baths,457729421,Dimitra,,ΘΗΣΕΙΟ,37.97404,23.71933,Entire home/apt,178,2,39,2023-06-10,3.63,1,273,39,00001640799
621478256243859042,Condo in Athina · ★4.90 · 2 bedrooms · 3 beds · 1 bath,457873616,Χριστινα,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974682,23.733126,Entire home/apt,130,1,10,2023-06-22,0.74,1,131,8,00001528030
621585970040035768,Home in Athina · ★4.64 · 1 bedroom · 2 beds · 1 bath,449094426,Teuta,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95993,23.72916,Entire home/apt,32,1,14,2023-06-24,1.03,1,285,11,00001532415
621746501006006659,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,1584435,Natalia,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98349,23.71733,Entire home/apt,75,3,11,2023-06-18,0.80,2,365,9,00001530878
621920914280362539,Rental unit in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,40581478,Γιαννης / Yannis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95518,23.72852,Entire home/apt,49,1,4,2022-08-03,0.33,5,144,4,00002039336
622168902017603126,Rental unit in Athina · ★4.63 · 1 bedroom · 1 bed · 1 bath,44180585,Nomad'S,,ΠΕΤΡΑΛΩΝΑ,37.976112,23.71336,Entire home/apt,65,2,40,2023-06-05,3.03,6,247,34,00001544901
622275822333584861,Rental unit in Athina · ★4.74 · 2 bedrooms · 2 beds · 1 bath,330622463,Spyros,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96413,23.728985,Entire home/apt,149,2,43,2023-06-21,3.21,29,295,38,00001894395
622276444123892324,Rental unit in Athina · ★5.0 · 2 bedrooms · 3 beds · 1 bath,458038370,Konstantinos,,ΑΚΡΟΠΟΛΗ,37.96858,23.72879,Entire home/apt,190,2,37,2023-06-14,2.93,1,306,34,00001838444
622290708915404582,Condo in Athina · ★4.50 · 1 bedroom · 1 bed · 1 bath,450970742,Γιαννης,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.006168,23.729958,Entire home/apt,36,5,10,2023-06-12,0.75,1,331,8,00001531923
622519172343696537,Rental unit in Athina · 2 bedrooms · 4 beds · 1 bath,144773348,Olga,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98443,23.72518,Entire home/apt,75,2,0,,,1,364,0,00001527372
622862025490946626,Rental unit in Athina · ★5.0 · Studio · 1 bed · 1 bath,1584435,Natalia,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96485,23.7383,Entire home/apt,109,3,10,2022-10-01,0.75,2,361,7,00001531561
622934955708323967,Condo in Athina · 2 bedrooms · 3 beds · 1.5 baths,457072179,Αναστασιοσ,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977928,23.730793,Entire home/apt,135,2,0,,,1,0,0,00001511825
623061423763397526,Condo in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,301527700,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987511,23.743179,Entire home/apt,61,2,30,2023-06-11,2.39,1,289,27,1566072
623069488402473978,Condo in Athina · ★4.80 · 2 bedrooms · 3 beds · 2 baths,432161823,Rea,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974655,23.731789,Entire home/apt,137,2,60,2023-06-13,4.58,3,179,56,00001336980
623069956641685391,Condo in Athina · ★4.36 · 1 bedroom · 2 beds · 1 bath,194627760,Bill And Helena,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99125,23.72879,Entire home/apt,49,2,11,2023-06-08,0.82,18,360,7,00001884121
623087910430448265,Condo in Athina · ★4.85 · 1 bedroom · 1 bed · 1 bath,134912750,Αργυρώ,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96508,23.7231,Entire home/apt,61,2,66,2023-06-15,4.94,4,301,59,00001535915
623305281902759384,Condo in Athina · ★4.77 · 1 bedroom · 1 bed · 1 bath,90390850,Evan&Anetta,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.986938,23.721214,Entire home/apt,61,2,39,2023-06-20,2.92,78,117,31,00001505956
623335167186845434,Vacation home in Athens · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,458308393,F,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98678,23.72634,Private room,25,2,7,2023-05-23,0.56,1,0,6,
623479650445973990,Condo in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,47267002,Tèo,,ΣΤΑΔΙΟ,37.96809,23.74301,Entire home/apt,40,3,3,2022-09-25,0.26,55,0,3,00001527170
623513220371407548,Condo in Athina · ★4.93 · 1 bedroom · 2 beds · 1 bath,458344171,Dimitris,,ΚΟΛΩΝΑΚΙ,37.97719,23.73812,Entire home/apt,125,1,61,2023-06-21,4.47,1,347,53,00001461550
623547229561311310,Rental unit in Athina · ★4.82 · 1 bedroom · 2 beds · 1 bath,748818,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96841,23.72564,Entire home/apt,144,1,56,2023-06-15,4.13,74,205,48,1581406
623565278965688062,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,146,1,0,,,17,345,0,1467545
623565722222072587,Condo in Athina · ★4.75 · 1 bedroom · 3 beds · 1 bath,117652900,Thomas,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01642,23.73898,Entire home/apt,41,3,4,2023-06-24,0.75,1,363,4,00001626315
623578497803107340,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,146,1,1,2022-05-25,0.08,17,346,0,1467503
623585248321797390,Rental unit in Athina · Studio · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,120,1,0,,,17,326,0,1451147
623591653435014478,Rental unit in Athina · Studio · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,126,1,0,,,17,348,0,1451131
623598974631176526,Rental unit in Athina · Studio · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,126,1,1,2023-05-29,1,17,345,1,1467519
623671137770365131,Rental unit in Athina · ★4.64 · 1 bedroom · 1 bed · 1 bath,114156592,Bill & John,,ΓΚΑΖΙ,37.978039,23.711124,Entire home/apt,150,1,39,2023-04-12,3.01,52,324,32,00001563162
623672261021325252,Rental unit in Athina · Studio · 1 bed · 1 bath,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977863,23.728418,Entire home/apt,99,1,0,,,17,346,0,1467486
623679307713370644,Rental unit in Athina · ★4.79 · 1 bedroom · 2 beds · 1 bath,114156592,Bill & John,,ΓΚΑΖΙ,37.978039,23.711124,Entire home/apt,106,1,29,2023-06-10,2.27,52,347,28,00001563216
623685883190819759,Rental unit in Athina · ★4.89 · 1 bedroom · 2 beds · 1 bath,114156592,Bill & John,,ΓΚΑΖΙ,37.978039,23.711124,Entire home/apt,133,1,36,2023-06-20,2.80,52,350,32,00001563120
623701997072238291,Rental unit in Athina · ★4.92 · 1 bedroom · 1 bed · 1 bath,114156592,Bill & John,,ΓΚΑΖΙ,37.978039,23.711124,Entire home/apt,153,1,12,2023-06-07,1.24,52,332,12,00001562926
623708833223447773,Rental unit in Athina · ★4.50 · 2 bedrooms · 3 beds · 1 bath,114156592,Bill & John,,ΓΚΑΖΙ,37.978039,23.711124,Entire home/apt,200,1,4,2023-06-07,0.31,52,287,2,00001562947
623741672687977329,Rental unit in Athina · ★4.40 · 1 bedroom · 1 bed · 1 bath,173384199,Giorgos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97804,23.73162,Entire home/apt,44,1,5,2022-08-06,0.38,11,0,3,1538160
623770118746337020,Rental unit in Athina · ★4.93 · 2 bedrooms · 4 beds · 1 bath,135482103,Anna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968143,23.731033,Entire home/apt,217,1,15,2023-02-22,1.15,10,141,13,00001457068
623871606092508199,Condo in Athina · ★4.95 · 1 bedroom · 1 bed · 1 bath,47267002,Tèo,,ΑΚΡΟΠΟΛΗ,37.96953,23.72595,Entire home/apt,80,3,44,2023-06-23,3.28,55,106,37,00001534860
623932781990546765,Serviced apartment in Athina · ★4.78 · 1 bedroom · 1 bed · 1 bath,212645710,Nadia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98344,23.72811,Entire home/apt,65,1,23,2023-06-07,1.70,6,283,16,00001541470
